iter	Logloss
136	0.2948988717
137	0.294465941
138	0.2940270944
139	0.2936461259
140	0.2933292193
141	0.293082844
142	0.2926207898
143	0.2920336302
144	0.2918008852
145	0.2913403447
146	0.2907228688
147	0.2903854001
148	0.2900190128
149	0.2894301653
150	0.2892079802
151	0.2888938443
152	0.2885053455
153	0.2881818354
154	0.2877642086
155	0.2874469864
156	0.2865499138
157	0.2861490772
158	0.2856331085
159	0.2852817284
160	0.2848990914
161	0.2845066083
162	0.2840777797
163	0.2838398147
164	0.2835025577
165	0.2832750251
166	0.2827232506
167	0.2822674707
168	0.2819101283
169	0.2816772699
170	0.2813016737
171	0.2809403178
172	0.280567736
173	0.2802281264
174	0.2799275556
175	0.2795839147
176	0.2791719114
177	0.2789326234
178	0.2786652455
179	0.2782832136
180	0.2781022725
181	0.2775602585
182	0.2772705537
183	0.2768942385
184	0.2765749233
185	0.2763516972
186	0.2760890649
187	0.275628921
188	0.2753870033
189	0.2751036342
190	0.2749394889
191	0.2747503132
192	0.2745470566
193	0.2741668955
194	0.2738793144
195	0.2736988159
196	0.2734911459
197	0.2732758451
198	0.2729183523
199	0.2725363112
200	0.2721534457
201	0.2717415228
202	0.2713229994
203	0.2709566123
204	0.270751021
205	0.2704196572
206	0.2701473789
207	0.26991692
208	0.2697005607
209	0.2694193957
210	0.2691031218
211	0.2688739476
212	0.2685868115
213	0.2684227482
214	0.2681798721
215	0.2679718469
216	0.2677705136
217	0.2675276712
218	0.2673605988
219	0.2671030577
220	0.266736331
221	0.2665534737
222	0.2663450867
223	0.2661044986
224	0.2658293672
225	0.2656345328
226	0.2654288512
227	0.2653189086
228	0.2650043756
229	0.2647141954
230	0.2645714243
231	0.2642477946
232	0.2639770104
233	0.263720705
234	0.2634799952
235	0.2633118315
236	0.2630738868
237	0.2629147807
238	0.2627108492
239	0.2623946232
240	0.2622243284
241	0.2620820788
242	0.2619117578
243	0.2617314751
244	0.2615174009
245	0.2613439954
246	0.2610511076
247	0.2608068427
248	0.2606179539
249	0.2602186713
250	0.260057514
251	0.2597233623
252	0.259490024
253	0.259336455
254	0.2591905876
255	0.2589612486
256	0.2587077809
257	0.2585300527
258	0.2583790329
259	0.2580833467
260	0.2577863215
261	0.2575556665
262	0.2573450258
263	0.2572051187
264	0.2569326979
265	0.2567124412
266	0.2565637655
267	0.2562920251
268	0.2560350219
269	0.2558204564
270	0.2555142189
271	0.2553326668
272	0.2551523568
273	0.2548547417
274	0.2546647202
275	0.2544729603
276	0.2542828649
277	0.2541477486
278	0.2539465498
279	0.2536718502
280	0.2535364873
281	0.253157462
282	0.2530186381
283	0.2527799154
284	0.2525439988
285	0.2523032549
286	0.2521255965
287	0.2518833509
288	0.2517195486
289	0.2515318294
290	0.2513130272
291	0.2511303651
292	0.2509726181
293	0.2508205381
294	0.2506789046
295	0.2505361641
296	0.2503995366
297	0.250235343
298	0.2501125456
299	0.2498855498
300	0.2497502721
301	0.2496291303
302	0.2495158377
303	0.2493286409
304	0.2491485901
305	0.2489276629
306	0.2486216462
307	0.2484065134
308	0.2482222372
309	0.2480557041
310	0.2478673655
311	0.2477328573
312	0.2476268839
313	0.2475364749
314	0.2474238256
315	0.2473269622
316	0.2470866577
317	0.2469654
318	0.246854661
319	0.2467139901
320	0.2464970987
321	0.2463183182
322	0.2462132617
323	0.2460178137
324	0.2459074313
325	0.2457123056
326	0.2455840166
327	0.2453955535
328	0.2452584334
329	0.2450782844
330	0.2448457727
331	0.244694264
332	0.2445989128
333	0.2444599321
334	0.2443848825
335	0.2442598608
336	0.244115647
337	0.2439699353
338	0.2438604438
339	0.2436144443
340	0.2434361165
341	0.2431693033
342	0.2430415165
343	0.2428926185
344	0.2427581673
345	0.2426601213
346	0.2425259469
347	0.2424167755
348	0.2423312817
349	0.2421672356
350	0.2420240742
351	0.2418737201
352	0.2417725359
353	0.2416546175
354	0.2415025272
355	0.241421017
356	0.2412484674
357	0.2410819838
358	0.2409805216
359	0.2408274208
360	0.2407119138
361	0.2406144199
362	0.2404885886
363	0.2403713028
364	0.2402853746
365	0.2401771102
366	0.2400830007
367	0.2399869991
368	0.2398775447
369	0.2397825984
370	0.2395878361
371	0.2394667234
372	0.2393412791
373	0.2392506002
374	0.2391469382
375	0.2390585324
376	0.238924422
377	0.2388482255
378	0.2386859299
379	0.2385434972
380	0.2384117979
381	0.2383364299
382	0.2382086851
383	0.2381050295
384	0.2380116718
385	0.2379121752
386	0.2378096703
387	0.2377302197
388	0.2376497986
389	0.2375415252
390	0.237395135
391	0.237308908
392	0.237160249
393	0.23707731
394	0.2369291959
395	0.2368279613
396	0.2367576191
397	0.2366864032
398	0.2365251284
399	0.2364312785
400	0.2363336954
401	0.2362413919
402	0.2361673306
403	0.2360829442
404	0.2359864923
405	0.2358886534
406	0.2357931554
407	0.2357181256
408	0.2355787829
409	0.2354296746
410	0.2353326292
411	0.235193269
412	0.2350940999
413	0.2350033492
414	0.2349188575
415	0.2348606587
416	0.2347184176
417	0.234621173
418	0.2345204528
419	0.2344296207
420	0.2343194284
421	0.2342404175
422	0.2341633443
423	0.2340198435
424	0.2339451237
425	0.233853766
426	0.2338038568
427	0.2337200161
428	0.2336313406
429	0.2334849704
430	0.2333852916
431	0.23330748
432	0.2332428461
433	0.2331669269
434	0.2331066855
435	0.2330535362
436	0.2330054401
437	0.2329460533
438	0.2328355746
439	0.2327542231
440	0.2326701016
441	0.2325818973
442	0.2325077195
443	0.2324615878
444	0.2323163347
445	0.2322358092
446	0.232163079
447	0.2320923656
448	0.2320294944
449	0.2319121745
450	0.2317908682
451	0.2316723379
452	0.2315367462
453	0.2314288486
454	0.2313172384
455	0.2312038387
456	0.2311316971
457	0.2310250407
458	0.230956978
459	0.2309082726
460	0.2307811665
461	0.2306404669
462	0.2305485776
463	0.2304645244
464	0.2303406798
465	0.2302735013
466	0.2301585216
467	0.2300204411
468	0.229962506
469	0.2298448891
470	0.2297831819
471	0.229703777
472	0.2296102446
473	0.2295484391
474	0.2294655418
475	0.2293861516
476	0.2293044453
477	0.2292575223
478	0.2291775687
479	0.2291179628
480	0.2290796406
481	0.2289883607
482	0.2289435833
483	0.2288770264
484	0.2288642741
485	0.2287701787
486	0.2287179784
487	0.2286594745
488	0.2285945802
489	0.2285105748
490	0.2284236553
491	0.2283179712
492	0.2282467811
493	0.2280824912
494	0.2279968293
495	0.227921313
496	0.2278706666
497	0.2278017406
498	0.2276945309
499	0.2276221164
500	0.2275616427
501	0.2274928202
502	0.2274343292
503	0.2273875904
504	0.2272988914
505	0.227174062
506	0.227124999
507	0.2270255395
508	0.2269698227
509	0.2269571796
510	0.2268882068
511	0.2268265752
512	0.2267487731
513	0.2266860659
514	0.2266251296
515	0.2265547268
516	0.2265154855
517	0.2264450613
518	0.226379801
519	0.2263189575
520	0.2262279136
521	0.2261455503
522	0.2260895942
523	0.2260372469
524	0.2259465821
525	0.2259183024
526	0.2259040153
527	0.2258414647
528	0.2257414799
529	0.2256533431
530	0.2255859209
531	0.2255341666
532	0.2254505643
533	0.2252974427
534	0.2252543927
535	0.2251792397
536	0.225103355
537	0.2250250983
538	0.2249696589
539	0.2249519482
540	0.2248875012
541	0.2248153303
542	0.2247345837
543	0.2246500043
544	0.2246018303
545	0.2245404592
546	0.2244826579
547	0.2244160901
548	0.2243457088
549	0.2242909704
550	0.2242045499
551	0.224118945
552	0.2240575061
553	0.2240153294
554	0.2239617936
555	0.2239039121
556	0.2238482604
557	0.2237861099
558	0.2237315142
559	0.2236646347
560	0.2236301758
561	0.2235670128
562	0.2235140773
563	0.2233994417
564	0.2233091478
565	0.2232497489
566	0.2231966932
567	0.2231343888
568	0.2230625778
569	0.2229655439
570	0.2228536591
571	0.2228184795
572	0.2227392769
573	0.2226512251
574	0.2225459896
575	0.222487916
576	0.2224014942
577	0.222356324
578	0.2222847623
579	0.222234953
580	0.2221685709
581	0.2221169173
582	0.2220534749
583	0.2219804965
584	0.2219318934
585	0.2218911246
586	0.2218342574
587	0.2217957513
588	0.2217141623
589	0.2216527374
590	0.2215929599
591	0.2215368024
592	0.22144175
593	0.2213734177
594	0.2213287156
595	0.2212985783
596	0.2212291623
597	0.2211687219
598	0.221092472
599	0.221041261
600	0.220958471
601	0.2209082839
602	0.2208436309
603	0.2208010325
604	0.2207296057
605	0.2207246247
606	0.2206849335
607	0.2206617062
608	0.2206102767
609	0.2205650591
610	0.2205069041
611	0.2204599739
612	0.2203921131
613	0.220329909
614	0.2202563976
615	0.2202064948
616	0.2201618725
617	0.2201097107
618	0.2200602424
619	0.2200348541
620	0.219970947
621	0.2199070992
622	0.2198395795
623	0.2197725834
624	0.2197138972
625	0.2196709674
626	0.219623617
627	0.219561455
628	0.2195227348
629	0.219495301
630	0.2194720266
631	0.2193877518
632	0.219350608
633	0.2192905922
634	0.2192246014
635	0.2191581497
636	0.2191508731
637	0.2190672174
638	0.2190428516
639	0.2189976322
640	0.2189498015
641	0.218863328
642	0.2188056132
643	0.2187689891
644	0.2187110323
645	0.2186650465
646	0.2186055019
647	0.2185156022
648	0.218455387
649	0.2184275898
650	0.2183517782
651	0.2182898501
652	0.2182425993
653	0.2182136084
654	0.2182002825
655	0.2181680754
656	0.218155682
657	0.2181208788
658	0.2180496975
659	0.2180069719
660	0.2179364641
661	0.2178726102
662	0.217816415
663	0.2177622796
664	0.2177261656
665	0.2176734808
666	0.2176043403
667	0.2175570596
668	0.2174944541
669	0.2174670784
670	0.2174309609
671	0.2173854423
672	0.2173290881
673	0.2173144435
674	0.2172987785
675	0.2172246117
676	0.2171831576
677	0.2171625491
678	0.2170959146
679	0.2170433197
680	0.2169993517
681	0.2169829072
682	0.2169291115
683	0.2168731717
684	0.2168347835
685	0.2167959799
686	0.2167441125
687	0.2167014744
688	0.2166515246
689	0.2165684947
690	0.2164582005
691	0.216414517
692	0.2163761684
693	0.2163291889
694	0.2161005837
695	0.2160421406
696	0.2159998832
697	0.215936842
698	0.2158172325
699	0.2157935709
700	0.2157047992
701	0.2156576004
702	0.2156208518
703	0.2155748787
704	0.2155243801
705	0.2154720411
706	0.2154116818
707	0.2153608966
708	0.2153175332
709	0.2153017889
710	0.2152613158
711	0.2152479107
712	0.2152007829
713	0.2151776246
714	0.2151420797
715	0.2150807156
716	0.2150529495
717	0.2150409185
718	0.2149881844
719	0.2149476011
720	0.2149067593
721	0.2148686104
722	0.214809814
723	0.2147650965
724	0.2146880722
725	0.2146524273
726	0.2145929682
727	0.2145760712
728	0.2145392293
729	0.2144778322
730	0.2144551505
731	0.2144208194
732	0.2143959745
733	0.2143286166
734	0.2142972815
735	0.2142911649
736	0.2142520159
737	0.2142225428
738	0.2141929894
739	0.2141643097
740	0.2141487753
741	0.214075463
742	0.2139693551
743	0.2139281157
744	0.2138883789
745	0.2138187455
746	0.2137581341
747	0.2137134192
748	0.2136469895
749	0.2135941713
750	0.213546025
751	0.213501581
752	0.2134997888
753	0.2134664256
754	0.2134501382
755	0.2133972891
756	0.213374203
757	0.2133475491
758	0.2133033201
759	0.2131305348
760	0.2130856375
761	0.2130196365
762	0.2129912702
763	0.2129293518
764	0.2128895686
765	0.2128623753
766	0.2128536082
767	0.2128194135
768	0.2127822822
769	0.2127336457
770	0.2126759105
771	0.2126511296
772	0.2125952858
773	0.2125610564
774	0.2125270995
775	0.2124586808
776	0.2124066621
777	0.2123712231
778	0.2123346272
779	0.2122984909
780	0.2122479341
781	0.2122130064
782	0.2121914863
783	0.2121309972
784	0.212099228
785	0.2120364664
786	0.211967852
787	0.2119225496
788	0.211887381
789	0.2117838722
790	0.2117414868
791	0.2116888192
792	0.2116504154
793	0.211581271
794	0.2115690455
795	0.2115333981
796	0.2114958428
797	0.2114730919
798	0.2114677926
799	0.2114268901
